account_id,user_id,account_type,balance,kyc_verified,account_age_days
A4020,U2714,current,152216,1,890
A4021,U2714,current,187156,0,890
A4022,U2715,savings,290560,0,1675
A4023,U2716,savings,166601,1,1087
A4024,U2717,current,63128,0,842
A4025,U2717,current,105848,1,842
A4026,U2718,savings,63217,0,1627
A4027,U2718,current,44311,0,1627
A4028,U2719,savings,279814,0,1810
A4029,U2720,savings,77128,0,511
A4030,U2720,current,59528,0,511
A4031,U2721,current,254794,1,163
A4032,U2722,savings,68070,0,1502
A4033,U2723,savings,173683,1,330
A4034,U2724,current,54035,1,227
A4035,U2724,savings,63574,0,227
A4036,U2725,savings,17766,0,445
A4037,U2726,savings,6720,0,1128
A4038,U2726,savings,27692,0,1128
A4039,U2727,savings,58303,0,330
A4040,U2727,current,17404,0,330
A4041,U2728,savings,482679,1,1201
A4042,U2728,current,74622,1,1201
A4043,U2729,current,43527,1,1437
A4044,U2730,current,101760,1,421
A4045,U2730,current,224178,0,421
A4046,U2731,current,351181,0,1925
A4047,U2731,savings,351609,1,1925
A4048,U2732,savings,33953,1,441
A4049,U2733,savings,255497,1,479
A4050,U2734,savings,125023,0,1878
A4051,U2734,savings,77720,1,1878
A4052,U2735,savings,17283,0,1061
A4053,U2735,current,12366,0,1061
A4054,U2736,current,28097,0,464
A4055,U2736,savings,25762,0,464
A4056,U2737,current,77915,1,1284
A4057,U2737,current,177182,0,1284
A4058,U2738,current,15194,1,1456
A4059,U2738,savings,14261,1,1456
A4060,U2739,current,49318,1,742
A4061,U2739,savings,80339,1,742
A4062,U2740,current,131455,0,1614
A4063,U2741,savings,132381,1,1951
A4064,U2742,current,522584,1,1483
A4065,U2742,current,475674,1,1483
A4066,U2743,current,15621,1,1448
A4067,U2744,savings,253742,0,1475
A4068,U2744,current,291654,0,1475
A4069,U2745,savings,15698,1,932
A4070,U2746,current,186835,0,893
A4071,U2746,savings,293608,1,893
A4072,U2747,savings,906281,0,125
A4073,U2747,current,678299,0,125
A4074,U2748,current,82662,1,30
A4075,U2749,savings,293100,0,1780
A4076,U2749,savings,143286,1,1780
A4077,U2750,savings,117532,0,777
A4078,U2751,current,30226,0,470
A4079,U2751,current,35975,1,470
A4080,U2752,savings,7930,1,1063
A4081,U2752,savings,9453,0,1063
A4082,U2753,current,203682,1,1364
A4083,U2753,current,100339,0,1364
A4084,U2754,savings,319265,0,842
A4085,U2755,current,317382,0,1985
A4086,U2756,current,266923,0,1016
A4087,U2756,current,129169,1,1016
A4088,U2757,current,511416,1,866
A4089,U2758,savings,368356,1,906
A4090,U2759,current,819079,1,1812
A4091,U2759,current,399476,0,1812
A4092,U2760,current,13409,1,1613
A4093,U2760,current,18499,1,1613
A4094,U2761,savings,51329,0,1911
A4095,U2762,savings,133791,0,1136
A4096,U2763,current,500478,0,1962
A4097,U2763,current,382634,0,1962
A4098,U2764,current,12349,1,1391
A4099,U2765,current,344425,1,1929
A4100,U2766,current,75045,0,795
A4101,U2767,current,456284,0,262
A4102,U2768,current,298309,1,634
A4103,U2769,savings,81536,1,1819
A4104,U2769,current,524493,1,1819
A4105,U2770,current,283169,0,337
A4106,U2770,current,62744,1,337
A4107,U2771,savings,231570,1,1095
A4108,U2772,current,89597,0,549
A4109,U2773,current,329011,0,1159
A4110,U2773,current,199730,0,1159
A4111,U2774,current,57484,0,1037
A4112,U2774,current,12886,1,1037
A4113,U2775,savings,28980,0,45
A4114,U2775,savings,43401,1,45
A4115,U2776,savings,69174,1,917
A4116,U2777,savings,81696,1,1997
A4117,U2778,savings,181681,0,1346
A4118,U2779,savings,56296,1,1471
A4119,U2779,savings,138231,1,1471
A4120,U2780,current,42014,1,1910
A4121,U2780,savings,157480,0,1910
A4122,U2781,current,321771,1,1483
A4123,U2781,current,85651,0,1483
A4124,U2782,savings,89997,0,1491
A4125,U2782,savings,55437,0,1491
A4126,U2783,current,20923,0,51
A4127,U2783,current,31036,1,51
A4128,U2784,current,54945,0,1683
A4129,U2784,savings,17260,0,1683
A4130,U2785,savings,250434,0,1538
A4131,U2785,savings,268458,1,1538
A4132,U2786,savings,377118,1,1710
A4133,U2786,current,318547,0,1710
A4134,U2787,savings,38817,1,1182
A4135,U2787,savings,38211,0,1182
A4136,U2788,current,69323,1,698
A4137,U2788,savings,145763,1,698
A4138,U2789,current,239786,1,339
A4139,U2790,savings,48731,1,553
A4140,U2791,savings,166648,1,733
A4141,U2792,savings,16103,1,1034
A4142,U2792,savings,7979,1,1034
A4143,U2793,savings,333125,1,1211
A4144,U2793,current,201504,1,1211
A4145,U2794,savings,358929,1,1856
A4146,U2795,savings,69709,0,773
A4147,U2796,current,144450,0,386
A4148,U2796,savings,153297,0,386
A4149,U2797,savings,141000,1,883
A4150,U2798,current,219389,0,1491
A4151,U2798,savings,107770,0,1491
A4152,U2799,savings,31976,0,695
A4153,U2799,savings,32282,1,695
A4154,U2800,savings,126307,1,253
A4155,U2801,savings,41151,1,999
A4156,U2801,savings,16410,1,999
A4157,U2802,savings,164747,1,490
A4158,U2803,current,11367,0,372
A4159,U2804,current,23792,0,662
A4160,U2804,savings,17796,1,662
A4161,U2805,savings,69553,1,1989
A4162,U2806,current,16706,0,619
A4163,U2806,current,9002,0,619
A4164,U2807,current,61295,1,297
A4165,U2808,current,418688,1,398
A4166,U2808,savings,121867,0,398
A4167,U2809,savings,8450,1,1645
A4168,U2809,current,11433,0,1645
A4169,U2810,current,26856,0,394
A4170,U2810,current,41863,0,394
A4171,U2811,savings,213961,1,439
A4172,U2812,current,33809,1,1077
A4173,U2812,current,12617,0,1077
A4174,U2813,current,17121,1,1403
A4175,U2814,savings,43854,0,498
A4176,U2814,savings,53052,1,498
A4177,U2815,current,21797,0,105
A4178,U2816,savings,64919,1,1935
A4179,U2817,savings,352467,1,1117
A4180,U2818,savings,623947,1,1171
A4181,U2819,savings,486098,0,984
A4182,U2819,current,619804,1,984
A4183,U2820,current,42969,0,1849
A4184,U2821,current,94395,0,1005
A4185,U2821,current,99543,1,1005
A4186,U2822,savings,485142,1,1156
A4187,U2822,current,417952,1,1156
A4188,U2823,current,43564,0,836
A4189,U2823,current,61180,1,836
A4190,U2824,current,299357,1,1376
A4191,U2825,current,85659,1,895
A4192,U2825,savings,157132,1,895
A4193,U2826,savings,118556,0,1180
A4194,U2826,savings,66849,1,1180
A4195,U2827,current,9398,1,1229
A4196,U2827,savings,24060,1,1229
A4197,U2828,savings,189090,1,235
A4198,U2828,savings,81644,1,235
A4199,U2829,current,80454,1,1399
A4200,U2829,savings,73573,1,1399
A4201,U2830,savings,20334,1,649
A4202,U2831,savings,234076,0,690
A4203,U2832,savings,139145,1,1672
A4204,U2832,savings,260321,0,1672
A4205,U2833,savings,25533,0,636
A4206,U2833,savings,14602,1,636
A4207,U2834,savings,15313,1,787
A4208,U2835,current,36427,1,1255
A4209,U2836,savings,577857,0,1953
A4210,U2837,savings,300248,0,565
A4211,U2838,current,50990,0,1567
A4212,U2839,current,233473,1,1374
A4213,U2839,savings,99305,0,1374
A4214,U2840,savings,353499,0,587
A4215,U2840,current,333692,0,587
A4216,U2841,current,53126,0,1686
A4217,U2841,current,40289,0,1686
A4218,U2842,savings,34362,1,1342
A4219,U2843,current,370873,0,897
A4220,U2843,current,319451,0,897
A4221,U2844,current,291636,1,481
A4222,U2845,current,53971,1,996
A4223,U2846,savings,44336,1,1620
A4224,U2846,savings,48950,1,1620
A4225,U2847,current,114578,0,152
A4226,U2848,savings,167304,0,1147
A4227,U2848,savings,493987,0,1147
A4228,U2849,current,125090,0,63
A4229,U2849,current,56695,1,63
A4230,U2850,savings,396430,0,837
A4231,U2850,current,427363,0,837
A4232,U2851,current,431775,1,1412
A4233,U2852,current,348592,0,734
A4234,U2853,current,22485,0,716
A4235,U2854,savings,119804,0,191
A4236,U2855,current,35720,1,1196
A4237,U2856,current,88752,1,1890
A4238,U2857,savings,284185,0,1707
A4239,U2857,current,400049,1,1707
A4240,U2858,current,140906,1,1272
A4241,U2859,current,19462,1,1572
A4242,U2860,savings,50228,0,362
A4243,U2861,savings,29128,0,156
A4244,U2862,current,89590,0,425
A4245,U2862,savings,597498,1,425
A4246,U2863,current,211926,0,1943
A4247,U2864,current,213237,0,1154
A4248,U2865,savings,148147,0,867
A4249,U2866,current,206378,1,1122
A4250,U2867,savings,16595,1,189
A4251,U2867,savings,31133,0,189
A4252,U2868,savings,368083,0,82
A4253,U2869,savings,550993,0,1007
A4254,U2869,savings,184345,0,1007
A4255,U2870,savings,39077,0,1952
A4256,U2870,current,6371,0,1952
A4257,U2871,current,179313,1,597
A4258,U2871,current,244693,0,597
A4259,U2872,current,299026,1,323
A4260,U2872,current,190902,1,323
A4261,U2873,current,192290,0,403
A4262,U2873,current,55802,0,403
A4263,U2874,savings,7900,0,1661
A4264,U2875,savings,422503,0,295
A4265,U2875,current,601976,1,295
A4266,U2876,savings,345860,0,610
A4267,U2877,current,32009,1,1041
A4268,U2877,current,32845,1,1041
A4269,U2878,current,346626,0,1749
A4270,U2879,savings,510811,1,1583
A4271,U2879,current,459315,0,1583
A4272,U2880,savings,22785,1,993
A4273,U2880,current,51600,0,993
A4274,U2881,savings,147964,1,540
A4275,U2881,savings,171328,1,540
A4276,U2882,savings,141782,1,1022
A4277,U2883,savings,58623,0,1933
A4278,U2884,savings,301836,1,1484
A4279,U2884,savings,724565,0,1484
A4280,U2885,savings,69906,1,417
A4281,U2885,savings,140537,0,417
A4282,U2886,current,124996,1,311
A4283,U2886,current,255331,1,311
A4284,U2887,savings,196748,1,1997
A4285,U2888,current,57031,0,744
A4286,U2889,current,14093,1,252
A4287,U2889,savings,28962,0,252
A4288,U2890,current,44855,1,863
A4289,U2891,savings,95286,1,1725
A4290,U2891,savings,227279,0,1725
A4291,U2892,current,762917,1,1835
A4292,U2893,savings,210627,0,1546
A4293,U2894,current,35093,0,703
A4294,U2894,savings,66672,0,703
A4295,U2895,savings,136243,1,1121
A4296,U2896,savings,11373,1,1772
A4297,U2897,current,61591,1,1841
A4298,U2898,current,623069,0,951
A4299,U2898,current,453996,0,951
A4300,U2899,savings,21035,1,35
A4301,U2900,savings,445409,1,728
A4302,U2901,savings,644953,0,1124
A4303,U2901,savings,446986,1,1124
A4304,U2902,savings,194689,0,1012
A4305,U2902,savings,53477,1,1012
A4306,U2903,savings,62825,1,1979
A4307,U2904,current,33924,0,478
A4308,U2905,savings,443476,1,1548
A4309,U2906,current,56557,0,1342
A4310,U2906,savings,44280,0,1342
A4311,U2907,savings,264340,1,499
A4312,U2908,current,93483,0,692
A4313,U2909,current,470675,0,1431
A4314,U2910,current,510808,0,1299
A4315,U2910,savings,95362,1,1299
A4316,U2911,savings,133481,1,1119
A4317,U2912,current,8764,0,1295
A4318,U2912,current,12448,0,1295
A4319,U2913,current,207785,0,901
A4320,U2913,savings,72447,0,901
A4321,U2914,savings,505608,0,750
A4322,U2914,current,531290,0,750
A4323,U2915,savings,24751,1,1219
A4324,U2915,current,12581,1,1219
A4325,U2916,savings,44196,1,1713
A4326,U2917,current,69956,0,1219
A4327,U2918,current,418577,1,1135
A4328,U2918,current,353874,0,1135
A4329,U2919,current,61727,1,931
A4330,U2920,current,19404,1,590
A4331,U2921,savings,608599,1,1756
A4332,U2921,current,721681,1,1756
A4333,U2922,current,274147,0,133
A4334,U2923,current,573584,0,1138
A4335,U2924,savings,118813,0,500
A4336,U2925,current,182610,0,578
A4337,U2926,current,349871,0,1667
A4338,U2926,savings,298441,1,1667
A4339,U2927,savings,39454,0,1777
A4340,U2928,current,23877,0,1404
A4341,U2929,current,48848,0,766
A4342,U2930,current,92774,0,150
A4343,U2930,savings,156207,0,150
A4344,U2931,current,546773,0,1033
A4345,U2931,current,357403,0,1033
A4346,U2932,current,50684,0,525
A4347,U2933,savings,59105,1,588
A4348,U2934,savings,168562,0,151
A4349,U2935,current,24162,1,254
A4350,U2935,savings,18030,0,254
A4351,U2936,savings,216686,1,628
A4352,U2936,current,125334,1,628
A4353,U2937,savings,30962,1,792
A4354,U2938,savings,20426,1,55
A4355,U2938,current,7149,0,55
A4356,U2939,current,33871,1,1157
A4357,U2940,current,25186,0,1732
A4358,U2940,savings,10251,0,1732
A4359,U2941,savings,11157,1,1293
A4360,U2942,current,41474,0,728
A4361,U2942,savings,55103,0,728
A4362,U2943,current,119969,1,1790
A4363,U2944,savings,208514,0,464
A4364,U2945,current,181981,1,761
A4365,U2946,current,15929,0,1360
A4366,U2947,savings,103062,1,1955
A4367,U2947,current,122490,1,1955
A4368,U2948,current,13503,0,1495
A4369,U2948,current,21148,1,1495
A4370,U2949,savings,707260,0,1417
A4371,U2950,current,14614,0,112
A4372,U2951,current,517681,1,147
A4373,U2952,savings,696560,1,1108
A4374,U2953,current,281767,0,1794
A4375,U2953,savings,209427,0,1794
A4376,U2954,savings,179604,1,469
A4377,U2954,savings,572770,1,469
A4378,U2955,savings,460209,0,1258
A4379,U2955,savings,83133,0,1258
A4380,U2956,savings,120473,0,823
A4381,U2956,savings,216879,1,823
A4382,U2957,current,20394,1,1835
A4383,U2957,savings,57184,1,1835
A4384,U2958,savings,197794,0,1282
A4385,U2959,savings,189709,1,261
A4386,U2960,savings,68696,1,675
A4387,U2960,current,35761,1,675
A4388,U2961,savings,224831,0,1774
A4389,U2961,current,244027,0,1774
A4390,U2962,savings,36497,1,351
A4391,U2963,savings,100208,1,1859
A4392,U2964,savings,133496,1,517
A4393,U2965,savings,125038,1,1479
A4394,U2966,current,373941,0,761
A4395,U2967,savings,223758,0,1586
A4396,U2968,savings,808710,0,1898
A4397,U2969,current,66421,1,383
A4398,U2969,current,35839,0,383
A4399,U2970,current,476985,0,501
A4400,U2970,savings,300107,0,501
A4401,U2971,savings,75456,0,1514
A4402,U2971,savings,55149,1,1514
A4403,U2972,savings,743277,0,1616
A4404,U2973,current,156859,0,808
A4405,U2973,current,82288,0,808
A4406,U2974,savings,7101,1,595
A4407,U2975,current,273902,0,1309
A4408,U2975,current,267074,1,1309
A4409,U2976,current,18133,0,1311
A4410,U2977,current,448413,0,166
A4411,U2977,savings,734242,0,166
A4412,U2978,current,3193,1,1621
A4413,U2978,savings,21636,0,1621
A4414,U2979,current,167353,0,1692
A4415,U2980,savings,60163,1,494
A4416,U2981,current,295002,0,369
A4417,U2982,current,56575,1,1337
A4418,U2982,current,276421,1,1337
A4419,U2983,savings,431444,0,692
A4420,U2983,current,541862,1,692
A4421,U2984,current,22951,0,57
A4422,U2984,current,30561,0,57
A4423,U2985,current,939371,0,315
A4424,U2985,current,490760,0,315
A4425,U2986,savings,216058,1,331
A4426,U2987,savings,28240,0,1051
A4427,U2987,current,25531,0,1051
A4428,U2988,savings,662454,1,79
A4429,U2989,savings,372029,1,1606
A4430,U2990,savings,273877,1,412
A4431,U2990,current,269839,1,412
A4432,U2991,current,96225,0,272
A4433,U2991,current,146108,1,272
A4434,U2992,current,464819,1,1990
A4435,U2993,current,782564,1,1820
A4436,U2994,savings,129754,1,452
A4437,U2995,savings,18151,0,1461
A4438,U2995,savings,46306,1,1461
A4439,U2996,savings,328521,0,475
A4440,U2997,savings,186093,1,1717
A4441,U2997,savings,131549,1,1717
A4442,U2998,current,240738,0,554
A4443,U2999,savings,64186,1,1274
A4444,U2999,savings,81181,1,1274
A4445,U3000,savings,136651,0,1630
A4446,U3000,savings,40886,0,1630
A4447,U3001,current,500736,0,1364
A4448,U3001,current,438267,1,1364
A4449,U3002,current,88530,1,202
A4450,U3003,savings,150087,1,106
A4451,U3003,savings,259690,0,106
A4452,U3004,savings,184231,0,1191
A4453,U3004,current,220260,1,1191
A4454,U3005,savings,170643,1,1902
A4455,U3005,savings,109871,0,1902
A4456,U3006,savings,6234,0,338
A4457,U3007,current,72417,1,1697
A4458,U3008,savings,23921,1,1704
A4459,U3009,savings,518733,1,1966
A4460,U3010,current,88406,1,136
A4461,U3010,current,183355,0,136
A4462,U3011,savings,203855,1,1701
A4463,U3011,current,152768,1,1701
A4464,U3012,savings,99399,0,305
A4465,U3013,current,61741,1,1583
A4466,U3013,savings,110322,1,1583
A4467,U3014,savings,42859,1,723
A4468,U3014,savings,71639,1,723
A4469,U3015,savings,82341,0,898
A4470,U3015,current,57299,0,898
A4471,U3016,savings,33699,0,412
A4472,U3016,current,45078,1,412
A4473,U3017,savings,341073,1,980
A4474,U3017,savings,194673,1,980
A4475,U3018,current,404624,1,447
A4476,U3019,current,215032,0,994
A4477,U3020,savings,420284,1,1754
A4478,U3021,current,620956,0,772
A4479,U3022,current,510686,1,1788
A4480,U3023,savings,32258,1,1147
A4481,U3023,savings,71464,1,1147
A4482,U3024,current,222213,1,496
A4483,U3024,current,515267,1,496
A4484,U3025,savings,60712,1,946
A4485,U3026,current,325236,0,273
A4486,U3026,savings,132123,0,273
A4487,U3027,current,432116,1,643
A4488,U3028,savings,76512,1,1536
A4489,U3029,current,26039,1,1650
A4490,U3029,current,48612,0,1650
A4491,U3030,savings,21843,1,1607
A4492,U3031,current,46469,1,1166
A4493,U3031,savings,7995,1,1166
A4494,U3032,savings,241253,0,1119
A4495,U3033,current,22659,1,1189
A4496,U3034,current,214650,1,49
A4497,U3034,savings,242197,0,49
A4498,U3035,savings,14810,0,1103
A4499,U3035,savings,22095,1,1103
A4500,U3036,savings,42194,0,1949
A4501,U3036,current,45673,0,1949
A4502,U3037,savings,375225,1,1047
A4503,U3037,current,352017,1,1047
A4504,U3038,current,20406,1,996
A4505,U3038,current,41589,1,996
A4506,U3039,current,45941,0,1467
A4507,U3039,current,55610,0,1467
A4508,U3040,savings,136698,1,1558
A4509,U3040,current,264014,0,1558
A4510,U3041,savings,22389,0,98
A4511,U3041,current,76641,0,98
A4512,U3042,savings,224054,1,202
A4513,U3043,savings,736529,1,555
A4514,U3044,savings,81261,0,1533
A4515,U3045,current,112848,0,1559
A4516,U3046,savings,36665,1,870
A4517,U3046,savings,75080,0,870
A4518,U3047,current,629573,0,1733
A4519,U3047,savings,464266,1,1733
A4520,U3048,savings,21759,0,436
A4521,U3049,current,105140,0,704
A4522,U3050,savings,5834,1,444
A4523,U3051,current,54835,0,231
A4524,U3051,savings,204293,1,231
A4525,U3052,savings,80771,1,49
A4526,U3053,current,157636,0,232
A4527,U3053,current,38571,1,232
A4528,U3054,savings,34145,0,1926
A4529,U3055,savings,63115,0,721
A4530,U3055,savings,19966,0,721
A4531,U3056,savings,51750,0,1464
A4532,U3056,current,14577,1,1464
A4533,U3057,savings,299670,1,866
A4534,U3058,current,27599,0,469
A4535,U3059,current,134711,0,422
A4536,U3060,current,604015,0,893
A4537,U3061,current,95140,0,149
A4538,U3062,current,22333,1,1622
A4539,U3063,savings,23423,1,1906
A4540,U3063,savings,75257,0,1906
A4541,U3064,savings,344867,0,348
A4542,U3064,savings,132241,1,348
A4543,U3065,savings,590888,1,1931
A4544,U3066,savings,234991,1,1922
A4545,U3066,current,269771,0,1922
A4546,U3067,current,58874,0,599
A4547,U3068,savings,429599,1,537
A4548,U3069,current,101102,1,38
A4549,U3070,savings,18670,1,662
A4550,U3071,savings,105916,1,900
A4551,U3072,savings,858831,0,1359
A4552,U3073,current,33266,0,1775
A4553,U3074,savings,19703,1,1815
A4554,U3075,savings,31104,1,821
A4555,U3076,current,507205,0,871
A4556,U3076,savings,150426,1,871
A4557,U3077,current,39172,0,1376
A4558,U3078,savings,24177,1,444
A4559,U3079,savings,309894,0,1509
A4560,U3080,current,33179,1,39
A4561,U3081,current,18360,1,632
A4562,U3081,savings,44072,0,632
A4563,U3082,savings,482841,1,472
A4564,U3082,current,253326,0,472
A4565,U3083,savings,632518,1,126
A4566,U3083,current,437040,1,126
A4567,U3084,savings,34444,1,742
A4568,U3084,savings,6851,0,742
A4569,U3085,savings,447333,0,1873
A4570,U3085,current,306791,1,1873
A4571,U3086,savings,60757,0,1391
A4572,U3087,current,38155,0,572
A4573,U3088,savings,281543,0,1525
A4574,U3088,savings,169551,0,1525
A4575,U3089,savings,236264,1,1397
A4576,U3090,current,117607,0,1468
A4577,U3091,savings,112395,1,1385
A4578,U3091,savings,148712,1,1385
A4579,U3092,savings,338985,0,1391
A4580,U3093,savings,431851,0,1825
A4581,U3094,savings,64826,0,1906
A4582,U3094,current,466954,1,1906
A4583,U3095,current,335917,0,1331
A4584,U3096,current,310313,0,1320
A4585,U3096,current,227745,0,1320
A4586,U3097,current,12474,1,802
A4587,U3097,current,64175,0,802
A4588,U3098,current,224102,1,1516
A4589,U3098,savings,493104,1,1516
A4590,U3099,savings,246876,0,643
A4591,U3100,savings,44909,1,128
A4592,U3100,savings,26651,0,128
A4593,U3101,current,491221,0,1889
A4594,U3101,savings,116107,1,1889
A4595,U3102,current,435624,1,1490
A4596,U3102,current,406531,0,1490
A4597,U3103,current,48484,0,1437
A4598,U3103,savings,96437,1,1437
A4599,U3104,current,266280,1,1215
A4600,U3105,savings,76736,0,1498
A4601,U3106,savings,138928,0,1059
A4602,U3107,current,312219,1,399
A4603,U3107,savings,255052,1,399
A4604,U3108,current,88917,0,184
A4605,U3108,current,328756,0,184
A4606,U3109,savings,8386,1,1458
A4607,U3110,savings,28212,0,256
A4608,U3111,current,831247,0,1131
A4609,U3111,current,152891,0,1131
A4610,U3112,current,32401,0,863
A4611,U3112,savings,15204,0,863
A4612,U3113,current,310066,0,289
A4613,U3114,savings,247608,1,1747
A4614,U3115,savings,202679,0,1526
A4615,U3115,current,54053,0,1526
A4616,U3116,savings,81334,1,350
A4617,U3116,savings,40302,1,350
A4618,U3117,savings,361270,1,300
A4619,U3117,savings,285918,0,300
A4620,U3118,current,48026,1,555
A4621,U3118,savings,187694,0,555
A4622,U3119,current,68758,0,453
A4623,U3119,savings,7476,0,453
A4624,U3120,savings,549037,0,1399
A4625,U3120,current,575060,1,1399
A4626,U3121,current,98392,1,938
A4627,U3121,current,303877,1,938
A4628,U3122,current,238742,1,518
A4629,U3123,savings,488782,1,814
A4630,U3123,savings,202297,1,814
A4631,U3124,savings,19694,1,1692
A4632,U3125,savings,81698,0,1090
A4633,U3125,current,118576,1,1090
A4634,U3126,current,11350,1,345
A4635,U3127,current,23780,1,1237
A4636,U3128,savings,60046,0,1169
A4637,U3129,current,86671,0,1818
A4638,U3130,savings,7218,1,1464
A4639,U3131,current,131359,0,873
A4640,U3131,current,71158,0,873
A4641,U3132,savings,189872,1,1922
A4642,U3133,current,470998,1,1174
A4643,U3134,current,24018,0,1831
A4644,U3135,savings,541600,1,1982
A4645,U3135,current,330810,1,1982
A4646,U3136,current,632125,1,1434
A4647,U3136,savings,607196,0,1434
A4648,U3137,current,544283,0,769
A4649,U3137,savings,199270,1,769
A4650,U3138,savings,85581,1,95
A4651,U3139,current,623674,0,1131
A4652,U3140,savings,23443,1,446
A4653,U3140,current,31190,1,446
A4654,U3141,savings,107471,1,198
A4655,U3142,savings,784712,1,392
A4656,U3142,savings,214906,1,392
A4657,U3143,current,10360,0,285
A4658,U3144,savings,155113,0,306
A4659,U3144,savings,352890,1,306
A4660,U3145,savings,66661,1,577
A4661,U3146,savings,47791,1,843
A4662,U3146,savings,6598,0,843
A4663,U3147,current,137572,1,241
A4664,U3148,current,101579,0,513
A4665,U3149,current,70604,0,327
A4666,U3149,savings,50778,1,327
A4667,U3150,current,68586,0,1346
A4668,U3150,savings,92279,1,1346
A4669,U3151,savings,46574,0,319
A4670,U3151,savings,62377,1,319
A4671,U3152,current,145495,1,110
A4672,U3152,current,67787,1,110
A4673,U3153,current,13893,0,472
A4674,U3154,savings,356849,0,246
A4675,U3155,current,91370,0,908
A4676,U3155,savings,253144,0,908
A4677,U3156,current,188671,0,642
A4678,U3157,current,85889,0,1042
A4679,U3158,savings,22520,0,71
A4680,U3159,current,126757,0,942
A4681,U3159,current,273073,0,942
A4682,U3160,current,12371,1,346
A4683,U3161,savings,151160,1,337
A4684,U3161,current,343778,0,337
A4685,U3162,savings,175279,1,1432
A4686,U3162,savings,88586,1,1432
A4687,U3163,savings,39588,1,1863
A4688,U3163,current,31661,1,1863
A4689,U3164,current,303505,0,1749
A4690,U3165,savings,102207,0,496
A4691,U3165,current,36300,1,496
A4692,U3166,current,247816,1,1458
A4693,U3167,current,34937,1,1178
A4694,U3167,savings,24105,0,1178
A4695,U3168,savings,13039,0,1256
A4696,U3168,savings,20298,0,1256
A4697,U3169,current,205728,0,1368
A4698,U3169,savings,150340,0,1368
A4699,U3170,current,84101,1,1166
A4700,U3171,current,63453,0,386
A4701,U3172,current,168920,0,492
A4702,U3173,current,652115,1,897
A4703,U3174,savings,38705,0,133
A4704,U3175,current,51372,0,1625
A4705,U3176,current,27595,1,343
A4706,U3177,current,459443,0,264
A4707,U3178,savings,312017,1,1666
A4708,U3178,savings,209396,1,1666
A4709,U3179,savings,60204,1,1001
A4710,U3179,savings,73858,0,1001
A4711,U3180,savings,42252,1,1732
A4712,U3181,savings,558782,0,732
A4713,U3181,current,68539,1,732
A4714,U3182,savings,512797,0,439
A4715,U3183,current,78502,0,1930
A4716,U3184,current,107381,1,1705
A4717,U3184,current,124452,1,1705
A4718,U3185,savings,53021,1,1574
A4719,U3185,savings,171537,0,1574
A4720,U3186,savings,128063,1,258
A4721,U3187,savings,189435,0,291
A4722,U3187,current,381891,0,291
A4723,U3188,savings,528265,1,1172
A4724,U3189,current,17916,0,972
A4725,U3190,savings,417980,0,167
A4726,U3191,savings,44823,0,296
A4727,U3191,savings,43424,1,296
A4728,U3192,current,147529,1,1889
A4729,U3192,current,151723,1,1889
A4730,U3193,savings,12947,1,402
A4731,U3193,savings,64249,0,402
A4732,U3194,current,69510,1,1484
A4733,U3194,current,164756,1,1484
A4734,U3195,savings,546919,1,530
A4735,U3196,current,44189,0,1572
A4736,U3197,current,105556,1,1372
A4737,U3198,savings,47519,0,1192
A4738,U3199,current,31975,0,912
A4739,U3200,savings,52025,1,1266
A4740,U3200,savings,178013,0,1266
A4741,U3201,savings,67795,0,673
A4742,U3202,current,44050,0,1578
A4743,U3202,savings,53288,0,1578
A4744,U3203,current,29987,0,1201
A4745,U3204,savings,416021,0,891
A4746,U3205,current,167954,1,1090
A4747,U3206,current,133195,1,294
A4748,U3206,current,139214,0,294
A4749,U3207,current,231173,1,596
A4750,U3208,current,55383,0,1840
A4751,U3208,current,170528,1,1840
A4752,U3209,current,283564,1,654
A4753,U3210,current,18302,1,437
A4754,U3211,savings,146671,1,616
A4755,U3211,current,37994,0,616
A4756,U3212,current,245840,1,212
A4757,U3212,current,431080,1,212
A4758,U3213,savings,417622,0,1100
A4759,U3213,current,424411,0,1100
A4760,U3214,savings,407840,1,839
A4761,U3214,savings,478969,1,839
A4762,U3215,current,216484,1,1445
A4763,U3216,current,42507,0,1217
A4764,U3216,current,52470,0,1217
A4765,U3217,savings,109251,1,1556
A4766,U3218,savings,166093,1,1663
A4767,U3219,savings,30928,1,467
A4768,U3219,current,21696,1,467
A4769,U3220,savings,299272,1,454
A4770,U3220,current,194001,0,454
A4771,U3221,current,14986,0,1815
A4772,U3222,savings,86686,0,1772
A4773,U3222,current,85190,1,1772
A4774,U3223,current,27944,1,1673
A4775,U3223,current,95002,0,1673
A4776,U3224,savings,345657,1,1491
A4777,U3224,savings,114093,1,1491
A4778,U3225,savings,450600,1,1610
A4779,U3225,savings,767154,0,1610
A4780,U3226,current,62284,0,1094
A4781,U3227,savings,604995,0,263
A4782,U3227,savings,285373,0,263
A4783,U3228,savings,663402,0,1966
A4784,U3229,savings,4629,0,1903
A4785,U3230,savings,402862,1,1285
A4786,U3231,current,317326,1,403
A4787,U3231,current,412600,0,403
A4788,U3232,current,10669,1,362
A4789,U3233,savings,22088,1,595
A4790,U3234,current,228826,1,1029
A4791,U3235,current,174406,1,1268
A4792,U3235,current,97535,1,1268
A4793,U3236,savings,47058,1,1181
A4794,U3236,current,34502,0,1181
