user_id,age,employment_type,income,credit_score,risk_profile,home_location,account_created_at
U2326,61,salaried,53893,501,high,Kanpur,2025-05-10 22:39:56.937072
U2327,54,self-employed,79151,500,high,Hyderabad,2021-07-04 22:39:56.937072
U2328,47,salaried,76490,538,high,Delhi,2025-07-02 22:39:56.937072
U2329,36,student,7620,300,high,Kanpur,2022-08-30 22:39:56.937072
U2330,46,salaried,34656,421,high,Kanpur,2021-10-09 22:39:56.937072
U2331,58,self-employed,125003,656,medium,Pune,2025-11-24 22:39:56.937072
U2332,62,salaried,98472,552,high,Kanpur,2022-06-13 22:39:56.937072
U2333,49,salaried,86212,581,high,Hyderabad,2022-02-15 22:39:56.937072
U2334,50,self-employed,139610,751,low,Mumbai,2020-11-21 22:39:56.937072
U2335,42,salaried,69472,531,high,Mumbai,2021-02-21 22:39:56.937072
U2336,40,self-employed,78703,568,high,Mumbai,2024-05-19 22:39:56.937072
U2337,32,salaried,94864,610,medium,Hyderabad,2021-05-09 22:39:56.937072
U2338,45,salaried,74411,537,high,Kanpur,2022-11-18 22:39:56.937072
U2339,65,self-employed,28879,418,high,Bangalore,2024-01-11 22:39:56.937072
U2340,34,salaried,56380,474,high,Pune,2025-07-13 22:39:56.937072
U2341,22,salaried,62154,459,high,Pune,2025-12-18 22:39:56.937072
U2342,29,self-employed,149994,786,low,Hyderabad,2021-03-03 22:39:56.937072
U2343,32,self-employed,95960,604,medium,Bangalore,2025-06-03 22:39:56.937072
U2344,58,self-employed,104012,636,medium,Delhi,2021-08-10 22:39:56.937072
U2345,53,self-employed,137807,708,medium,Hyderabad,2025-11-18 22:39:56.937072
U2346,20,student,8837,340,high,Hyderabad,2025-05-19 22:39:56.937072
U2347,40,student,14113,370,high,Pune,2023-03-27 22:39:56.937072
U2348,23,salaried,42408,414,high,Hyderabad,2021-07-28 22:39:56.937072
U2349,50,salaried,111730,600,medium,Delhi,2025-02-27 22:39:56.937072
U2350,44,salaried,119035,659,medium,Mumbai,2023-08-18 22:39:56.937072
U2351,42,salaried,98716,546,high,Delhi,2023-05-27 22:39:56.938072
U2352,57,salaried,71234,489,high,Delhi,2025-05-17 22:39:56.938072
U2353,38,salaried,116640,699,medium,Hyderabad,2022-12-29 22:39:56.938072
U2354,33,self-employed,51365,453,high,Delhi,2022-08-06 22:39:56.938072
U2355,55,self-employed,134508,690,medium,Hyderabad,2023-03-13 22:39:56.938072
U2356,34,salaried,27499,432,high,Hyderabad,2024-01-30 22:39:56.938072
U2357,46,salaried,65631,510,high,Pune,2023-07-28 22:39:56.938072
U2358,23,self-employed,122903,681,medium,Bangalore,2023-02-02 22:39:56.938072
U2359,58,salaried,101209,572,high,Delhi,2025-11-20 22:39:56.938072
U2360,59,self-employed,20546,397,high,Kanpur,2024-08-18 22:39:56.938072
U2361,45,student,17862,367,high,Pune,2022-06-25 22:39:56.938072
U2362,64,student,18685,319,high,Mumbai,2025-01-08 22:39:56.938072
U2363,35,salaried,51901,405,high,Hyderabad,2022-01-28 22:39:56.938072
U2364,20,salaried,28342,342,high,Hyderabad,2025-01-28 22:39:56.938072
U2365,24,salaried,43610,393,high,Delhi,2022-05-19 22:39:56.938072
U2366,47,salaried,97889,544,high,Hyderabad,2025-03-13 22:39:56.938072
U2367,61,salaried,42769,403,high,Kanpur,2021-07-11 22:39:56.938072
U2368,20,self-employed,83158,598,high,Delhi,2024-07-09 22:39:56.938072
U2369,20,salaried,77321,513,high,Kanpur,2024-06-22 22:39:56.938072
U2370,40,self-employed,180142,878,low,Bangalore,2023-12-21 22:39:56.938072
U2371,28,self-employed,33146,396,high,Hyderabad,2021-09-16 22:39:56.938072
U2372,52,salaried,112998,686,medium,Pune,2025-11-21 22:39:56.938072
U2373,23,salaried,38651,374,high,Delhi,2024-09-21 22:39:56.938072
U2374,59,salaried,104585,573,high,Mumbai,2021-01-21 22:39:56.938072
U2375,27,student,6467,351,high,Bangalore,2022-07-26 22:39:56.938072
U2376,44,salaried,91576,551,high,Mumbai,2023-12-05 22:39:56.938072
U2377,24,salaried,56486,516,high,Mumbai,2024-02-23 22:39:56.938072
U2378,58,self-employed,172574,837,low,Delhi,2023-11-10 22:39:56.938072
U2379,46,student,8235,300,high,Delhi,2023-08-23 22:39:56.938072
U2380,50,student,13381,332,high,Bangalore,2021-09-26 22:39:56.938072
U2381,44,salaried,30512,394,high,Hyderabad,2025-04-18 22:39:56.938072
U2382,23,salaried,112798,659,medium,Pune,2024-05-14 22:39:56.938072
U2383,18,salaried,29741,364,high,Pune,2025-06-17 22:39:56.938072
U2384,33,salaried,91457,559,high,Hyderabad,2023-02-21 22:39:56.938072
U2385,21,self-employed,156582,745,medium,Delhi,2023-08-23 22:39:56.938072
U2386,32,self-employed,46394,442,high,Bangalore,2024-04-10 22:39:56.938072
U2387,53,salaried,104430,660,medium,Hyderabad,2021-10-26 22:39:56.938072
U2388,62,self-employed,63169,500,high,Delhi,2022-09-25 22:39:56.938072
U2389,49,salaried,78176,508,high,Pune,2026-01-20 22:39:56.938072
U2390,25,self-employed,111476,614,medium,Delhi,2020-11-16 22:39:56.938072
U2391,49,salaried,99656,563,high,Hyderabad,2020-12-05 22:39:56.938072
U2392,29,self-employed,26746,365,high,Hyderabad,2021-10-24 22:39:56.938072
U2393,52,self-employed,153110,756,low,Kanpur,2022-09-27 22:39:56.938072
U2394,40,student,18686,406,high,Kanpur,2022-04-27 22:39:56.938072
U2395,59,salaried,109886,585,high,Pune,2021-10-08 22:39:56.938072
U2396,53,salaried,59329,435,high,Pune,2023-12-22 22:39:56.938072
U2397,56,student,12909,336,high,Bangalore,2020-11-15 22:39:56.938072
U2398,21,self-employed,137080,726,medium,Pune,2023-05-13 22:39:56.938072
U2399,40,salaried,91883,553,high,Hyderabad,2022-05-21 22:39:56.938072
U2400,39,salaried,70112,468,high,Mumbai,2024-06-15 22:39:56.938072
U2401,28,self-employed,46980,462,high,Bangalore,2024-01-04 22:39:56.938072
U2402,23,student,15989,336,high,Kanpur,2024-07-24 22:39:56.938072
U2403,20,self-employed,66034,492,high,Bangalore,2022-10-05 22:39:56.938072
U2404,61,salaried,95482,554,high,Delhi,2023-06-12 22:39:56.938072
U2405,55,student,17078,371,high,Hyderabad,2020-12-08 22:39:56.938072
U2406,63,self-employed,129623,670,medium,Kanpur,2023-08-08 22:39:56.938072
U2407,26,student,13082,383,high,Delhi,2022-05-02 22:39:56.938072
U2408,60,salaried,116721,602,medium,Kanpur,2022-10-07 22:39:56.938072
U2409,36,student,5378,328,high,Kanpur,2024-03-15 22:39:56.938072
U2410,24,student,15444,307,high,Pune,2023-03-02 22:39:56.938072
U2411,24,self-employed,162905,768,low,Mumbai,2021-05-01 22:39:56.938072
U2412,36,student,9045,301,high,Bangalore,2024-01-05 22:39:56.938072
U2413,31,student,11195,323,high,Kanpur,2025-04-30 22:39:56.938072
U2414,54,salaried,97378,603,medium,Delhi,2025-11-18 22:39:56.938072
U2415,46,salaried,69936,488,high,Pune,2024-01-12 22:39:56.938072
U2416,25,student,16628,330,high,Hyderabad,2022-06-11 22:39:56.938072
U2417,40,salaried,117458,606,medium,Hyderabad,2022-01-22 22:39:56.938072
U2418,27,student,18234,384,high,Kanpur,2023-06-23 22:39:56.938072
U2419,59,student,17145,302,high,Bangalore,2025-05-20 22:39:56.938072
U2420,23,self-employed,129639,719,medium,Bangalore,2024-06-14 22:39:56.939072
U2421,50,self-employed,55474,447,high,Hyderabad,2024-08-25 22:39:56.939072
U2422,57,salaried,55915,435,high,Bangalore,2023-11-26 22:39:56.939072
U2423,61,self-employed,83088,578,high,Bangalore,2021-10-08 22:39:56.939072
U2424,59,self-employed,21774,411,high,Bangalore,2023-06-19 22:39:56.939072
U2425,35,student,16898,321,high,Pune,2023-07-05 22:39:56.939072
U2426,23,self-employed,129265,652,medium,Mumbai,2025-12-16 22:39:56.939072
U2427,35,self-employed,73561,516,high,Mumbai,2022-04-08 22:39:56.939072
U2428,34,student,6353,335,high,Delhi,2023-07-16 22:39:56.939072
U2429,65,student,14257,315,high,Bangalore,2022-08-19 22:39:56.939072
U2430,65,salaried,72397,526,high,Mumbai,2023-07-31 22:39:56.939072
U2431,28,student,15031,354,high,Mumbai,2024-07-08 22:39:56.939072
U2432,44,student,9533,300,high,Hyderabad,2025-06-25 22:39:56.939072
U2433,49,salaried,45223,412,high,Pune,2021-10-28 22:39:56.939072
U2434,38,self-employed,102573,626,medium,Kanpur,2022-03-11 22:39:56.939072
U2435,40,student,19328,344,high,Mumbai,2022-07-10 22:39:56.939072
U2436,62,student,17914,401,high,Mumbai,2024-12-02 22:39:56.939072
U2437,27,salaried,28626,434,high,Delhi,2025-10-20 22:39:56.939072
U2438,36,student,8797,343,high,Bangalore,2024-08-07 22:39:56.939072
U2439,61,self-employed,56525,439,high,Hyderabad,2020-11-20 22:39:56.939072
U2440,37,salaried,25651,425,high,Pune,2022-09-11 22:39:56.939072
U2441,43,salaried,88260,599,high,Bangalore,2023-02-14 22:39:56.939072
U2442,49,student,5185,300,high,Delhi,2025-04-17 22:39:56.939072
U2443,22,student,6901,345,high,Kanpur,2023-12-05 22:39:56.939072
U2444,44,student,6765,315,high,Hyderabad,2022-05-16 22:39:56.939072
U2445,56,salaried,107850,601,medium,Mumbai,2025-07-08 22:39:56.939072
U2446,30,student,10722,300,high,Bangalore,2022-07-07 22:39:56.939072
U2447,47,student,13192,300,high,Kanpur,2020-09-03 22:39:56.939072
U2448,26,self-employed,46411,430,high,Pune,2021-10-18 22:39:56.939072
U2449,19,salaried,69185,481,high,Bangalore,2020-09-23 22:39:56.939072
U2450,22,student,14708,361,high,Delhi,2024-02-14 22:39:56.939072
U2451,24,salaried,118083,699,medium,Hyderabad,2023-10-20 22:39:56.939072
U2452,47,self-employed,117812,689,medium,Kanpur,2023-07-23 22:39:56.939072
U2453,58,salaried,95084,635,medium,Pune,2023-10-03 22:39:56.939072
U2454,46,salaried,101233,579,high,Delhi,2023-08-30 22:39:56.939072
U2455,50,salaried,38086,439,high,Hyderabad,2021-08-12 22:39:56.939072
U2456,42,self-employed,162444,785,low,Pune,2022-12-05 22:39:56.939072
U2457,64,student,15333,352,high,Mumbai,2021-11-27 22:39:56.939072
U2458,25,student,19874,396,high,Pune,2020-10-27 22:39:56.939072
U2459,47,self-employed,178414,881,low,Pune,2021-07-10 22:39:56.939072
U2460,21,salaried,39125,386,high,Bangalore,2025-05-02 22:39:56.939072
U2461,23,salaried,42917,455,high,Bangalore,2024-10-17 22:39:56.939072
U2462,43,self-employed,79286,569,high,Delhi,2025-07-29 22:39:56.939072
U2463,22,self-employed,94205,605,medium,Mumbai,2022-08-29 22:39:56.939072
U2464,22,student,5021,300,high,Hyderabad,2022-10-03 22:39:56.940504
U2465,52,salaried,84742,555,high,Bangalore,2024-11-11 22:39:56.940504
U2466,25,student,7955,317,high,Mumbai,2025-01-18 22:39:56.940504
U2467,49,student,9159,348,high,Delhi,2025-06-19 22:39:56.940504
U2468,19,self-employed,129413,678,medium,Bangalore,2021-04-13 22:39:56.940504
U2469,64,student,13223,330,high,Bangalore,2022-11-05 22:39:56.940504
U2470,19,student,18789,350,high,Bangalore,2020-11-11 22:39:56.940504
U2471,31,student,7490,329,high,Hyderabad,2024-05-12 22:39:56.940504
U2472,50,salaried,108479,664,medium,Hyderabad,2023-04-12 22:39:56.940504
U2473,48,self-employed,101540,622,medium,Bangalore,2023-10-10 22:39:56.940504
U2474,29,student,12530,334,high,Pune,2021-05-18 22:39:56.940504
U2475,30,salaried,59021,469,high,Bangalore,2022-03-18 22:39:56.940504
U2476,39,self-employed,114487,634,medium,Delhi,2023-01-23 22:39:56.940504
U2477,23,self-employed,166183,836,low,Kanpur,2024-12-13 22:39:56.940504
U2478,22,salaried,58376,432,high,Hyderabad,2025-10-20 22:39:56.940504
U2479,43,salaried,118718,678,medium,Mumbai,2021-12-21 22:39:56.940504
U2480,52,salaried,86161,593,high,Delhi,2025-03-31 22:39:56.940504
U2481,65,salaried,110613,680,medium,Delhi,2023-07-03 22:39:56.940504
U2482,64,salaried,63784,471,high,Mumbai,2023-04-30 22:39:56.940504
U2483,60,self-employed,191147,871,low,Delhi,2022-03-01 22:39:56.940504
U2484,25,salaried,101215,652,medium,Bangalore,2022-05-08 22:39:56.940504
U2485,62,self-employed,125886,632,medium,Delhi,2024-10-04 22:39:56.940504
U2486,27,student,5665,300,high,Bangalore,2021-08-02 22:39:56.940504
U2487,41,self-employed,20521,351,high,Kanpur,2022-04-10 22:39:56.940504
U2488,55,self-employed,114483,622,medium,Delhi,2022-10-12 22:39:56.940504
U2489,46,self-employed,198559,861,low,Delhi,2025-02-11 22:39:56.940504
U2490,32,student,17996,336,high,Hyderabad,2022-11-30 22:39:56.940504
U2491,55,student,13187,386,high,Mumbai,2024-11-03 22:39:56.940504
U2492,36,self-employed,96227,573,high,Hyderabad,2026-01-06 22:39:56.940504
U2493,58,salaried,114031,619,medium,Mumbai,2023-10-19 22:39:56.940504
U2494,29,salaried,105726,614,medium,Mumbai,2024-05-20 22:39:56.940504
U2495,56,self-employed,30009,404,high,Hyderabad,2025-10-27 22:39:56.940504
U2496,41,self-employed,119774,687,medium,Delhi,2021-04-28 22:39:56.940504
U2497,24,self-employed,180022,812,low,Mumbai,2024-09-25 22:39:56.940504
U2498,59,salaried,88389,592,high,Pune,2022-11-05 22:39:56.940504
U2499,51,student,19705,316,high,Bangalore,2021-09-17 22:39:56.940504
U2500,19,self-employed,144929,741,medium,Kanpur,2025-06-30 22:39:56.940504
U2501,65,student,6591,300,high,Delhi,2022-01-23 22:39:56.940504
U2502,34,student,18278,357,high,Mumbai,2021-06-06 22:39:56.940504
U2503,40,salaried,108629,606,medium,Pune,2025-06-14 22:39:56.940504
U2504,47,salaried,46058,420,high,Pune,2021-01-29 22:39:56.940504
U2505,49,self-employed,86297,547,high,Mumbai,2024-07-03 22:39:56.940504
U2506,39,self-employed,162462,787,low,Hyderabad,2021-08-10 22:39:56.940504
U2507,44,salaried,82034,549,high,Mumbai,2024-11-12 22:39:56.940504
U2508,19,self-employed,124952,715,medium,Kanpur,2024-05-15 22:39:56.940504
U2509,26,self-employed,152926,786,low,Pune,2021-08-11 22:39:56.940504
U2510,64,student,16321,327,high,Pune,2020-09-05 22:39:56.940504
U2511,47,student,6996,366,high,Delhi,2025-01-21 22:39:56.940504
U2512,35,salaried,99850,588,high,Hyderabad,2021-03-12 22:39:56.940504
U2513,53,self-employed,43274,387,high,Mumbai,2021-10-18 22:39:56.940504
U2514,59,self-employed,109694,674,medium,Delhi,2023-04-10 22:39:56.940504
U2515,38,student,5281,300,high,Pune,2022-07-21 22:39:56.940504
U2516,55,self-employed,85410,509,high,Bangalore,2023-03-30 22:39:56.940504
U2517,46,student,13364,360,high,Kanpur,2021-03-31 22:39:56.940504
U2518,26,student,14214,357,high,Pune,2023-06-02 22:39:56.940504
U2519,26,salaried,79870,539,high,Delhi,2021-12-16 22:39:56.941567
U2520,55,salaried,42996,411,high,Delhi,2025-05-31 22:39:56.941567
U2521,44,self-employed,129022,679,medium,Hyderabad,2020-10-04 22:39:56.941567
U2522,40,student,14223,320,high,Kanpur,2021-12-31 22:39:56.941567
U2523,56,self-employed,38241,384,high,Delhi,2024-11-04 22:39:56.941567
U2524,62,student,10248,336,high,Pune,2021-10-22 22:39:56.941567
U2525,38,salaried,114279,624,medium,Mumbai,2023-11-30 22:39:56.941567
U2526,50,self-employed,129319,712,medium,Pune,2025-08-11 22:39:56.941567
U2527,39,salaried,58897,439,high,Delhi,2021-07-21 22:39:56.941567
U2528,21,self-employed,81919,563,high,Bangalore,2025-09-27 22:39:56.941567
U2529,21,salaried,63576,481,high,Pune,2023-03-11 22:39:56.941567
U2530,63,student,11391,327,high,Kanpur,2020-12-26 22:39:56.941567
U2531,25,self-employed,198065,866,low,Bangalore,2024-09-04 22:39:56.941567
U2532,60,salaried,109264,603,medium,Hyderabad,2021-06-11 22:39:56.941567
U2533,30,salaried,105790,597,high,Bangalore,2022-02-22 22:39:56.941567
U2534,61,self-employed,182453,878,low,Pune,2025-12-11 22:39:56.941567
U2535,44,salaried,99924,582,high,Hyderabad,2022-03-29 22:39:56.941567
U2536,34,student,11814,361,high,Pune,2025-10-27 22:39:56.941567
U2537,37,salaried,117164,607,medium,Hyderabad,2025-11-17 22:39:56.941567
U2538,41,student,10456,329,high,Kanpur,2021-10-25 22:39:56.941567
U2539,33,salaried,67903,465,high,Delhi,2022-03-20 22:39:56.941567
U2540,56,student,16584,389,high,Bangalore,2021-11-26 22:39:56.941567
U2541,50,self-employed,132556,702,medium,Mumbai,2023-01-22 22:39:56.941567
U2542,49,self-employed,181891,803,low,Pune,2023-04-11 22:39:56.941567
U2543,53,student,12479,321,high,Bangalore,2024-11-03 22:39:56.941567
U2544,61,student,14345,305,high,Pune,2025-05-30 22:39:56.941567
U2545,58,self-employed,95644,625,medium,Hyderabad,2022-03-18 22:39:56.941567
U2546,55,salaried,97186,607,medium,Kanpur,2021-11-22 22:39:56.941567
U2547,44,self-employed,50321,419,high,Delhi,2021-07-15 22:39:56.941567
U2548,36,student,10376,300,high,Bangalore,2023-03-13 22:39:56.941567
U2549,21,self-employed,81352,517,high,Bangalore,2023-03-21 22:39:56.941567
U2550,51,self-employed,80455,566,high,Delhi,2024-05-31 22:39:56.941567
U2551,25,salaried,73394,531,high,Delhi,2022-01-24 22:39:56.941567
U2552,58,self-employed,114252,649,medium,Hyderabad,2025-02-11 22:39:56.941567
U2553,57,self-employed,122269,647,medium,Mumbai,2021-12-15 22:39:56.941567
U2554,40,salaried,43254,412,high,Delhi,2022-10-26 22:39:56.941567
U2555,37,student,19043,319,high,Pune,2023-08-24 22:39:56.941567
U2556,63,student,17297,375,high,Kanpur,2022-09-18 22:39:56.941567
U2557,43,student,14971,306,high,Delhi,2022-11-10 22:39:56.941567
U2558,23,salaried,96785,574,high,Pune,2021-09-08 22:39:56.941567
U2559,65,self-employed,66678,528,high,Pune,2025-12-08 22:39:56.941567
U2560,37,self-employed,48770,489,high,Bangalore,2025-07-17 22:39:56.941567
U2561,39,salaried,97816,630,medium,Pune,2023-11-13 22:39:56.941567
U2562,33,student,18467,327,high,Delhi,2025-05-03 22:39:56.941567
U2563,58,student,16055,381,high,Pune,2021-09-27 22:39:56.941567
U2564,50,self-employed,114088,596,high,Mumbai,2023-07-18 22:39:56.941567
U2565,28,student,19123,350,high,Mumbai,2021-02-01 22:39:56.941567
U2566,38,salaried,65623,457,high,Delhi,2024-07-19 22:39:56.941567
U2567,33,student,13016,318,high,Kanpur,2021-10-18 22:39:56.941567
U2568,36,salaried,78240,560,high,Kanpur,2020-12-29 22:39:56.941567
U2569,40,self-employed,195314,855,low,Bangalore,2023-07-03 22:39:56.941567
U2570,28,salaried,46480,449,high,Bangalore,2026-01-19 22:39:56.941567
U2571,21,salaried,28666,355,high,Delhi,2025-03-17 22:39:56.941567
U2572,26,self-employed,186418,847,low,Delhi,2021-08-29 22:39:56.941567
U2573,20,self-employed,177072,858,low,Delhi,2024-11-24 22:39:56.941567
U2574,61,self-employed,40826,393,high,Hyderabad,2023-06-12 22:39:56.941567
U2575,49,salaried,53160,423,high,Hyderabad,2024-06-03 22:39:56.941567
U2576,55,student,12302,307,high,Kanpur,2022-09-16 22:39:56.941567
U2577,35,student,6171,300,high,Delhi,2023-12-29 22:39:56.941567
U2578,39,student,18702,354,high,Bangalore,2024-01-13 22:39:56.941567
U2579,57,student,9973,300,high,Delhi,2025-02-02 22:39:56.941567
U2580,42,salaried,62554,521,high,Bangalore,2023-11-13 22:39:56.941567
U2581,62,self-employed,163020,814,low,Bangalore,2021-08-21 22:39:56.942566
U2582,57,self-employed,162576,831,low,Hyderabad,2025-03-19 22:39:56.942566
U2583,49,student,17603,367,high,Mumbai,2021-08-19 22:39:56.942566
U2584,53,self-employed,156431,734,medium,Mumbai,2023-10-02 22:39:56.942566
U2585,34,salaried,89952,566,high,Kanpur,2020-08-31 22:39:56.942566
U2586,54,student,9078,355,high,Delhi,2024-06-04 22:39:56.942566
U2587,54,student,8293,300,high,Bangalore,2024-10-14 22:39:56.942566
U2588,27,student,11024,324,high,Mumbai,2021-08-10 22:39:56.942566
U2589,60,student,9196,300,high,Bangalore,2024-02-12 22:39:56.942566
U2590,60,self-employed,154515,801,low,Kanpur,2020-11-09 22:39:56.942566
U2591,62,self-employed,65517,536,high,Delhi,2023-10-10 22:39:56.942566
U2592,41,student,9303,359,high,Kanpur,2023-12-25 22:39:56.942566
U2593,56,self-employed,109409,653,medium,Pune,2022-03-24 22:39:56.942566
U2594,35,salaried,114834,609,medium,Kanpur,2020-12-09 22:39:56.942566
U2595,39,salaried,103930,585,high,Mumbai,2023-09-12 22:39:56.942566
U2596,54,student,7149,347,high,Hyderabad,2025-02-24 22:39:56.942566
U2597,24,student,5486,359,high,Mumbai,2023-01-28 22:39:56.942566
U2598,39,self-employed,31510,437,high,Mumbai,2021-08-17 22:39:56.942566
U2599,35,salaried,89190,559,high,Kanpur,2025-02-09 22:39:56.942566
U2600,33,salaried,62010,471,high,Bangalore,2024-01-09 22:39:56.942566
U2601,32,student,13169,343,high,Bangalore,2022-11-11 22:39:56.942566
U2602,41,self-employed,101863,650,medium,Kanpur,2024-10-06 22:39:56.942566
U2603,18,salaried,102808,657,medium,Pune,2021-12-18 22:39:56.942566
U2604,39,student,6531,300,high,Mumbai,2021-01-20 22:39:56.942566
U2605,31,salaried,72224,552,high,Pune,2025-05-23 22:39:56.942566
U2606,40,student,5856,300,high,Bangalore,2023-01-20 22:39:56.942566
U2607,25,self-employed,199571,895,low,Delhi,2020-11-03 22:39:56.942566
U2608,39,self-employed,127404,675,medium,Hyderabad,2024-06-15 22:39:56.942566
U2609,44,self-employed,103224,639,medium,Delhi,2023-10-02 22:39:56.942566
U2610,19,student,15956,350,high,Kanpur,2023-12-08 22:39:56.942566
U2611,22,student,18145,348,high,Kanpur,2021-04-03 22:39:56.942566
U2612,65,student,17968,330,high,Mumbai,2023-07-22 22:39:56.942566
U2613,27,self-employed,123690,635,medium,Bangalore,2022-05-11 22:39:56.942566
U2614,63,student,15916,347,high,Kanpur,2021-03-19 22:39:56.942566
U2615,58,self-employed,96935,592,high,Delhi,2025-06-19 22:39:56.942566
U2616,57,student,15979,391,high,Pune,2024-12-06 22:39:56.942566
U2617,49,salaried,97319,607,medium,Bangalore,2023-01-05 22:39:56.942566
U2618,55,self-employed,123408,664,medium,Delhi,2024-08-07 22:39:56.942566
U2619,20,self-employed,122439,646,medium,Mumbai,2022-08-05 22:39:56.942566
U2620,53,salaried,76268,572,high,Hyderabad,2023-08-08 22:39:56.942566
U2621,18,student,6327,323,high,Bangalore,2024-08-09 22:39:56.942566
U2622,51,salaried,60378,456,high,Pune,2023-05-22 22:39:56.942566
U2623,31,self-employed,157341,805,low,Bangalore,2026-01-18 22:39:56.942566
U2624,53,self-employed,60063,440,high,Delhi,2024-05-19 22:39:56.942566
U2625,23,salaried,39992,463,high,Pune,2021-09-21 22:39:56.942566
U2626,40,salaried,115547,678,medium,Bangalore,2022-03-20 22:39:56.942566
U2627,59,salaried,93117,607,medium,Kanpur,2021-08-08 22:39:56.942566
U2628,33,self-employed,58172,502,high,Kanpur,2023-02-25 22:39:56.942566
U2629,27,student,6096,311,high,Pune,2023-11-02 22:39:56.942566
U2630,61,salaried,110396,618,medium,Kanpur,2024-10-22 22:39:56.942566
U2631,64,salaried,33831,389,high,Bangalore,2021-09-10 22:39:56.942566
U2632,28,self-employed,186869,853,low,Mumbai,2020-11-20 22:39:56.942566
U2633,58,self-employed,28460,425,high,Kanpur,2023-11-18 22:39:56.942566
U2634,21,self-employed,191125,879,low,Pune,2025-06-11 22:39:56.942566
U2635,59,self-employed,172052,766,low,Pune,2023-03-10 22:39:56.942566
U2636,63,salaried,69920,512,high,Bangalore,2022-05-19 22:39:56.942566
U2637,28,student,12616,346,high,Pune,2025-01-22 22:39:56.942566
U2638,61,self-employed,98515,636,medium,Pune,2024-12-11 22:39:56.942566
U2639,56,salaried,71761,554,high,Kanpur,2022-12-03 22:39:56.942566
U2640,32,self-employed,28580,348,high,Bangalore,2020-10-09 22:39:56.942566
U2641,27,salaried,48729,428,high,Hyderabad,2020-09-10 22:39:56.942566
U2642,49,student,9483,340,high,Delhi,2020-09-21 22:39:56.943567
U2643,19,student,5223,310,high,Pune,2024-02-21 22:39:56.943567
U2644,50,self-employed,165011,770,low,Kanpur,2023-03-05 22:39:56.943567
U2645,23,student,8995,369,high,Bangalore,2024-07-08 22:39:56.943567
U2646,31,student,11279,315,high,Delhi,2024-03-04 22:39:56.943567
U2647,32,student,13118,387,high,Bangalore,2021-08-15 22:39:56.943567
U2648,32,student,13371,386,high,Delhi,2025-06-13 22:39:56.943567
U2649,34,salaried,111246,665,medium,Kanpur,2022-12-31 22:39:56.943567
U2650,63,salaried,58062,452,high,Bangalore,2023-06-30 22:39:56.943567
U2651,33,student,14115,300,high,Hyderabad,2025-07-02 22:39:56.943567
U2652,39,self-employed,137211,695,medium,Bangalore,2022-11-09 22:39:56.943567
U2653,19,salaried,76439,519,high,Mumbai,2022-04-04 22:39:56.943567
U2654,41,self-employed,189017,861,low,Delhi,2023-07-15 22:39:56.943567
U2655,36,salaried,56621,510,high,Mumbai,2025-12-26 22:39:56.943567
U2656,27,self-employed,125781,707,medium,Pune,2023-08-19 22:39:56.943567
U2657,60,salaried,76400,514,high,Kanpur,2024-09-12 22:39:56.943567
U2658,47,salaried,39861,436,high,Mumbai,2021-02-05 22:39:56.943567
U2659,34,salaried,99747,596,high,Pune,2023-10-10 22:39:56.943567
U2660,32,salaried,65744,510,high,Kanpur,2024-06-27 22:39:56.943567
U2661,53,self-employed,31854,393,high,Mumbai,2024-10-19 22:39:56.943567
U2662,25,student,13543,300,high,Mumbai,2020-11-30 22:39:56.943567
U2663,56,self-employed,168244,819,low,Bangalore,2025-08-31 22:39:56.943567
U2664,43,student,14697,355,high,Kanpur,2025-07-06 22:39:56.943567
U2665,45,student,5333,339,high,Bangalore,2025-12-04 22:39:56.943567
U2666,59,self-employed,174179,811,low,Mumbai,2024-07-08 22:39:56.943567
U2667,19,salaried,41432,465,high,Pune,2023-07-30 22:39:56.943567
U2668,42,salaried,104969,586,high,Hyderabad,2021-09-24 22:39:56.943567
U2669,57,student,18301,352,high,Mumbai,2023-02-14 22:39:56.943567
U2670,30,self-employed,23410,381,high,Delhi,2025-04-29 22:39:56.943567
U2671,26,student,17551,361,high,Pune,2024-03-15 22:39:56.943567
U2672,65,student,11620,303,high,Delhi,2024-04-16 22:39:56.943567
U2673,61,self-employed,153747,785,low,Bangalore,2024-02-05 22:39:56.943567
U2674,50,salaried,56802,479,high,Kanpur,2024-01-24 22:39:56.943567
U2675,25,salaried,118162,610,medium,Mumbai,2025-08-29 22:39:56.943567
U2676,62,student,13666,357,high,Pune,2020-12-12 22:39:56.943567
U2677,25,salaried,69568,521,high,Bangalore,2024-04-23 22:39:56.943567
U2678,61,student,13898,303,high,Bangalore,2023-04-23 22:39:56.943567
U2679,58,salaried,53958,439,high,Pune,2021-07-01 22:39:56.943567
U2680,55,student,8013,300,high,Delhi,2021-05-20 22:39:56.943567
U2681,40,student,13716,390,high,Mumbai,2025-04-29 22:39:56.943567
U2682,29,student,19612,323,high,Kanpur,2022-09-26 22:39:56.943567
U2683,44,student,16732,317,high,Delhi,2024-08-19 22:39:56.943567
U2684,32,salaried,102304,576,high,Mumbai,2020-10-11 22:39:56.943567
U2685,19,self-employed,175691,861,low,Pune,2022-06-10 22:39:56.943567
U2686,21,self-employed,137504,753,low,Delhi,2025-04-19 22:39:56.943567
U2687,35,salaried,46556,403,high,Kanpur,2025-09-15 22:39:56.943567
